"","seq","blockrb","sub","RT","resp","correct","D","I","E","Manhatton","F1_relevant_rank","F1_irrelevant_rank","F2_relevant_rank","F2_irrelevant_rank","rel","irrel","diag1","diag2","diagdiff"
"48",48,3,1,0.6665069,1,1,1,1,1.4142,2,1,4,2,3,1,-1,3.535533906,3.535533906,0
"49",49,3,1,1.2234146,2,2,2,3,3.6056,5,3,1,1,4,-2,3,4.242640687,3.535533906,0.7071
"50",50,3,1,1.0701753,2,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242640687,4.242640687,0
"51",51,3,1,1.3836497,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535533906,2.121320344,1.4142
"52",52,3,1,1.3653569,1,1,2,1,2.2361,3,2,1,4,2,2,1,4.949747468,2.828427125,2.1213
"53",53,3,1,1.0586234,2,2,1,3,3.1623,4,2,1,1,4,-1,3,4.949747468,3.535533906,1.4142
"54",54,3,1,1.6514533,2,2,1,1,1.4142,2,2,3,1,4,-1,1,3.535533906,3.535533906,0
"55",55,3,1,0.7004777,2,2,3,1,3.1623,4,4,4,1,3,-3,-1,1.414213562,4.242640687,2.8284
"56",56,3,1,1.5932568,2,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.121320344,4.242640687,2.1213
"57",57,3,1,1.3086382,2,2,2,2,2.8284,4,4,1,2,3,-2,2,3.535533906,3.535533906,0
"58",58,3,1,2.0000794,NA,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427125,4.242640687,1.4142
"59",59,3,1,1.7170587,1,2,1,1,1.4142,2,3,3,2,4,-1,1,2.828427125,2.828427125,0
"60",60,3,1,0.7017665,2,2,1,1,1.4142,2,4,3,3,4,-1,1,2.121320344,2.121320344,0
"61",61,4,1,1.4260376,1,2,1,1,1.4142,2,2,4,1,3,-1,-1,2.828427125,4.242640687,1.4142
"62",62,4,1,1.4915923,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535533906,2.828427125,0.7071
"63",63,4,1,0.409432,2,2,2,1,2.2361,3,4,1,2,2,-2,1,3.535533906,4.242640687,0.7071
"64",64,4,1,1.8857151,2,2,2,1,2.2361,3,3,3,1,4,-2,1,2.828427125,3.535533906,0.7071
"65",65,4,1,0.3390608,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535533906,3.535533906,0
"66",66,4,1,0.8477033,2,2,3,1,3.1623,4,4,3,1,4,-3,1,2.121320344,3.535533906,1.4142
"67",67,4,1,0.7507618,1,1,1,2,2.2361,3,1,1,2,3,1,2,5.656854249,3.535533906,2.1213
"68",68,4,1,1.111073,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427125,4.949747468,2.1213
"69",69,4,1,0.693702,1,1,3,1,3.1623,4,1,1,4,2,3,1,5.656854249,2.828427125,2.8284
"70",70,4,1,1.2685012,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242640687,4.949747468,0.7071
"71",71,4,1,1.224343,1,1,3,1,3.1623,4,1,3,4,4,3,1,4.242640687,1.414213562,2.8284
"72",72,4,1,2.000103,NA,2,1,2,2.2361,3,2,1,1,3,-1,2,4.949747468,4.242640687,0.7071
"73",73,4,1,0.7776429,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747468,3.535533906,1.4142
"74",74,4,1,0.8549276,2,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535533906,4.949747468,1.4142
"75",75,4,1,0.469303,2,2,1,2,2.2361,3,4,4,3,2,-1,-2,1.414213562,3.535533906,2.1213
"76",76,4,1,0.5482372,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.121320344,4.949747468,2.8284
"77",77,4,1,1.9984335,1,1,1,1,1.4142,2,3,4,4,3,1,-1,2.121320344,2.121320344,0
"78",78,4,1,0.6469436,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535533906,4.242640687,0.7071
"79",79,4,1,0.95907,2,2,2,2,2.8284,4,3,3,1,1,-2,-2,2.828427125,5.656854249,2.8284
"80",80,4,1,1.7468781,1,1,1,2,2.2361,3,3,4,4,2,1,-2,2.121320344,2.828427125,0.7071
"81",81,5,1,1.6055279,1,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,2.1213
"82",82,5,1,1.5940774,1,1,1,3,3.1623,4,3,1,4,4,1,3,4.242640687,1.414213562,2.8284
"83",83,5,1,0.5481475,1,1,2,2,2.8284,4,1,4,3,2,2,-2,3.535533906,3.535533906,0
"84",84,5,1,0.3486658,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535533906,2.828427125,0.7071
"85",85,5,1,0.4199581,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747468,2.828427125,2.1213
"86",86,5,1,0.6773097,1,1,3,2,3.6056,5,1,3,4,1,3,-2,4.242640687,3.535533906,0.7071
"87",87,5,1,0.3103851,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854249,2.828427125,2.8284
"88",88,5,1,0.6705813,1,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427125,2.828427125,0
"89",89,5,1,0.5518153,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.121320344,4.949747468,2.8284
"90",90,5,1,1.668213,2,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242640687,4.242640687,0
"91",91,5,1,0.7008918,2,2,1,1,1.4142,2,4,3,3,2,-1,-1,2.121320344,3.535533906,1.4142
"92",92,5,1,0.6281421,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747468,2.828427125,2.1213
"93",93,5,1,0.9795759,2,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535533906,3.535533906,0
"94",94,5,1,1.2398368,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535533906,3.535533906,0
"95",95,5,1,0.5497644,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414213562,4.949747468,3.5355
"96",96,5,1,1.4362631,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,2.1213
"97",97,5,1,0.4579599,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427125,3.535533906,0.7071
"98",98,5,1,1.0215713,2,2,1,1,1.4142,2,2,2,1,3,-1,1,4.242640687,4.242640687,0
"99",99,5,1,0.6189498,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535533906,2.828427125,0.7071
"100",100,5,1,0.9890405,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,2.1213
"101",101,6,1,1.066242,2,2,1,2,2.2361,3,2,4,1,2,-1,-2,2.828427125,4.949747468,2.1213
"102",102,6,1,1.9703543,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535533906,2.121320344,1.4142
"103",103,6,1,0.7168448,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535533906,2.828427125,0.7071
"104",104,6,1,2.0000162,NA,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.121320344,4.242640687,2.1213
"105",105,6,1,1.2685235,1,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747468,2.121320344,2.8284
"106",106,6,1,0.6777035,1,1,1,2,2.2361,3,1,4,2,2,1,-2,3.535533906,4.242640687,0.7071
"107",107,6,1,0.691248,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535533906,4.242640687,0.7071
"108",108,6,1,0.5673359,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427125,3.535533906,0.7071
"109",109,6,1,1.6540444,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535533906,3.535533906,0
"110",110,6,1,0.8174625,1,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242640687,3.535533906,0.7071
"111",111,6,1,0.5871062,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535533906,2.828427125,0.7071
"112",112,6,1,0.5847928,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747468,1.414213562,3.5355
"113",113,6,1,1.7899684,1,2,2,1,2.2361,3,3,2,1,3,-2,1,3.535533906,4.242640687,0.7071
"114",114,6,1,1.8636036,1,1,1,2,2.2361,3,3,1,4,3,1,2,4.242640687,2.121320344,2.1213
"115",115,6,1,0.5283265,2,2,3,3,4.2426,6,4,4,1,1,-3,-3,1.414213562,5.656854249,4.2426
"116",116,6,1,0.4890876,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535533906,4.949747468,1.4142
"117",117,6,1,0.8105338,1,1,1,1,1.4142,2,2,2,3,3,1,1,4.242640687,2.828427125,1.4142
"118",118,6,1,1.4422126,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427125,2.828427125,0
"119",119,6,1,0.7536045,2,2,1,1,1.4142,2,4,2,3,1,-1,-1,2.828427125,4.242640687,1.4142
"120",120,6,1,0.5882482,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854249,2.121320344,3.5355
"121",121,1,2,0.9866707,1,1,2,3,3.6056,5,2,4,4,1,2,-3,2.828427125,3.535533906,0.7071
"122",122,1,2,0.8313301,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535533906,4.949747468,1.4142
"123",123,1,2,0.4638882,2,2,1,1,1.4142,2,4,1,3,2,-1,1,3.535533906,3.535533906,0
"124",124,1,2,0.8428903,2,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242640687,4.242640687,0
"125",125,1,2,0.634693,1,1,1,1,1.4142,2,1,2,2,1,1,-1,4.949747468,4.949747468,0
"126",126,1,2,0.9813786,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242640687,2.121320344,2.1213
"127",127,1,2,0.919568,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535533906,2.828427125,0.7071
"128",128,1,2,0.3139928,2,2,1,2,2.2361,3,4,2,3,4,-1,2,2.828427125,2.121320344,0.7071
"129",129,1,2,0.2262626,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535533906,3.535533906,0
"130",130,1,2,0.2567386,1,1,3,1,3.1623,4,1,3,4,2,3,-1,4.242640687,2.828427125,1.4142
"131",131,1,2,0.8026949,1,1,2,1,2.2361,3,2,2,4,1,2,-1,4.242640687,3.535533906,0.7071
"132",132,1,2,0.880723,1,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747468,2.121320344,2.8284
"133",133,1,2,1.1949048,1,1,1,1,1.4142,2,3,2,4,1,1,-1,3.535533906,3.535533906,0
"134",134,1,2,0.2525153,1,1,2,1,2.2361,3,1,2,3,1,2,-1,4.949747468,4.242640687,0.7071
"135",135,1,2,0.1851306,2,2,1,1,1.4142,2,4,4,3,3,-1,-1,1.414213562,2.828427125,1.4142
"136",136,1,2,0.9087188,1,2,2,3,3.6056,5,3,4,1,1,-2,-3,2.121320344,5.656854249,3.5355
"137",137,1,2,1.0555872,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427125,2.828427125,0
"138",138,1,2,0.4827668,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747468,1.414213562,3.5355
"139",139,1,2,0.9803331,2,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535533906,3.535533906,0
"140",140,1,2,1.1797641,2,2,1,3,3.1623,4,3,1,2,4,-1,3,4.242640687,2.828427125,1.4142
"141",141,2,2,0.7145872,1,1,2,1,2.2361,3,2,4,4,3,2,-1,2.828427125,2.121320344,0.7071
"142",142,2,2,1.0573417,1,1,1,2,2.2361,3,3,3,4,1,1,-2,2.828427125,3.535533906,0.7071
"143",143,2,2,1.0010948,2,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242640687,4.242640687,0
"144",144,2,2,1.0522049,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242640687,4.949747468,0.7071
"145",145,2,2,0.5347068,1,1,2,2,2.8284,4,1,2,3,4,2,2,4.949747468,2.121320344,2.8284
"146",146,2,2,1.0252487,2,2,1,2,2.2361,3,2,2,1,4,-1,2,4.242640687,3.535533906,0.7071
"147",147,2,2,0.5184976,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854249,2.121320344,3.5355
"148",148,2,2,0.564794,2,2,3,2,3.6056,5,4,2,1,4,-3,2,2.828427125,3.535533906,0.7071
"149",149,2,2,1.3217698,1,1,1,1,1.4142,2,2,2,3,1,1,-1,4.242640687,4.242640687,0
"150",150,2,2,0.9327145,1,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427125,4.242640687,1.4142
"151",151,2,2,1.435644,1,1,1,3,3.1623,4,3,4,4,1,1,-3,2.121320344,3.535533906,1.4142
"152",152,2,2,0.8042456,1,1,1,1,1.4142,2,3,3,4,2,1,-1,2.828427125,2.828427125,0
"153",153,2,2,1.0674469,1,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2.1213
"154",154,2,2,1.3927766,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,2.1213
"155",155,2,2,0.6094488,2,2,2,1,2.2361,3,4,4,2,3,-2,-1,1.414213562,3.535533906,2.1213
"156",156,2,2,0.6666177,2,2,2,1,2.2361,3,4,3,2,4,-2,1,2.121320344,2.828427125,0.7071
"157",157,2,2,0.8274905,1,1,1,1,1.4142,2,3,1,4,2,1,1,4.242640687,2.828427125,1.4142
"158",158,2,2,0.7234019,1,1,3,1,3.1623,4,1,2,4,1,3,-1,4.949747468,3.535533906,1.4142
"159",159,2,2,0.7013562,1,2,1,1,1.4142,2,2,1,1,2,-1,1,4.949747468,4.949747468,0
"160",160,2,2,1.2297167,1,1,1,2,2.2361,3,2,3,3,1,1,-2,3.535533906,4.242640687,0.7071
"161",161,3,2,1.2022066,1,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427125,2.828427125,0
"162",162,3,2,1.0001261,2,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535533906,4.949747468,1.4142
"163",163,3,2,0.4625397,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535533906,2.121320344,1.4142
"164",164,3,2,0.5572963,1,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242640687,3.535533906,0.7071
"165",165,3,2,1.0474352,2,2,1,1,1.4142,2,3,3,2,2,-1,-1,2.828427125,4.242640687,1.4142
"166",166,3,2,0.8172045,2,2,1,1,1.4142,2,2,2,1,1,-1,-1,4.242640687,5.656854249,1.4142
"167",167,3,2,0.2932727,1,1,3,3,4.2426,6,1,1,4,4,3,3,5.656854249,1.414213562,4.2426
"168",168,3,2,1.0434106,1,1,1,1,1.4142,2,1,4,2,3,1,-1,3.535533906,3.535533906,0
"169",169,3,2,0.9440127,2,2,2,3,3.6056,5,3,1,1,4,-2,3,4.242640687,3.535533906,0.7071
"170",170,3,2,1.0623683,2,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242640687,4.242640687,0
"171",171,3,2,1.0395568,1,1,3,1,3.1623,4,1,4,4,3,3,-1,3.535533906,2.121320344,1.4142
"172",172,3,2,1.292528,1,1,2,1,2.2361,3,2,1,4,2,2,1,4.949747468,2.828427125,2.1213
"173",173,3,2,2.0001977,NA,2,1,3,3.1623,4,2,1,1,4,-1,3,4.949747468,3.535533906,1.4142
"174",174,3,2,0.940836,2,2,1,1,1.4142,2,2,3,1,4,-1,1,3.535533906,3.535533906,0
"175",175,3,2,0.4997161,2,2,3,1,3.1623,4,4,4,1,3,-3,-1,1.414213562,4.242640687,2.8284
"176",176,3,2,0.7535762,2,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.121320344,4.242640687,2.1213
"177",177,3,2,0.8199971,2,2,2,2,2.8284,4,4,1,2,3,-2,2,3.535533906,3.535533906,0
"178",178,3,2,1.6131977,1,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427125,4.242640687,1.4142
"179",179,3,2,1.4350468,2,2,1,1,1.4142,2,3,3,2,4,-1,1,2.828427125,2.828427125,0
"180",180,3,2,0.642918,2,2,1,1,1.4142,2,4,3,3,4,-1,1,2.121320344,2.121320344,0
"181",181,4,2,1.1388593,2,2,1,1,1.4142,2,2,4,1,3,-1,-1,2.828427125,4.242640687,1.4142
"182",182,4,2,1.4909978,2,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535533906,2.828427125,0.7071
"183",183,4,2,0.6038018,2,2,2,1,2.2361,3,4,1,2,2,-2,1,3.535533906,4.242640687,0.7071
"184",184,4,2,0.9737521,2,2,2,1,2.2361,3,3,3,1,4,-2,1,2.828427125,3.535533906,0.7071
"185",185,4,2,1.0883446,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535533906,3.535533906,0
"186",186,4,2,0.7658438,2,2,3,1,3.1623,4,4,3,1,4,-3,1,2.121320344,3.535533906,1.4142
"187",187,4,2,0.6689298,1,1,1,2,2.2361,3,1,1,2,3,1,2,5.656854249,3.535533906,2.1213
"188",188,4,2,0.8212859,2,2,2,1,2.2361,3,4,2,2,1,-2,-1,2.828427125,4.949747468,2.1213
"189",189,4,2,0.7072415,1,1,3,1,3.1623,4,1,1,4,2,3,1,5.656854249,2.828427125,2.8284
"190",190,4,2,0.8508852,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242640687,4.949747468,0.7071
"191",191,4,2,0.5028163,1,1,3,1,3.1623,4,1,3,4,4,3,1,4.242640687,1.414213562,2.8284
"192",192,4,2,0.8607165,2,2,1,2,2.2361,3,2,1,1,3,-1,2,4.949747468,4.242640687,0.7071
"193",193,4,2,0.8545828,1,1,1,1,1.4142,2,1,2,2,3,1,1,4.949747468,3.535533906,1.4142
"194",194,4,2,0.7719936,2,2,1,1,1.4142,2,3,2,2,1,-1,-1,3.535533906,4.949747468,1.4142
"195",195,4,2,0.498059,2,2,1,2,2.2361,3,4,4,3,2,-1,-2,1.414213562,3.535533906,2.1213
"196",196,4,2,0.4998839,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.121320344,4.949747468,2.8284
"197",197,4,2,1.1641598,1,1,1,1,1.4142,2,3,4,4,3,1,-1,2.121320344,2.121320344,0
"198",198,4,2,0.7864901,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535533906,4.242640687,0.7071
"199",199,4,2,1.1145112,2,2,2,2,2.8284,4,3,3,1,1,-2,-2,2.828427125,5.656854249,2.8284
"200",200,4,2,1.0559812,1,1,1,2,2.2361,3,3,4,4,2,1,-2,2.121320344,2.828427125,0.7071
"201",201,5,2,0.817597,2,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,2.1213
"202",202,5,2,0.7267649,1,1,1,3,3.1623,4,3,1,4,4,1,3,4.242640687,1.414213562,2.8284
"203",203,5,2,0.637595,1,1,2,2,2.8284,4,1,4,3,2,2,-2,3.535533906,3.535533906,0
"204",204,5,2,0.5505365,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535533906,2.828427125,0.7071
"205",205,5,2,0.3846565,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747468,2.828427125,2.1213
"206",206,5,2,0.5272281,1,1,3,2,3.6056,5,1,3,4,1,3,-2,4.242640687,3.535533906,0.7071
"207",207,5,2,0.4317338,1,1,1,3,3.1623,4,1,1,2,4,1,3,5.656854249,2.828427125,2.8284
"208",208,5,2,0.9677243,1,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427125,2.828427125,0
"209",209,5,2,0.6573972,2,2,2,2,2.8284,4,4,3,2,1,-2,-2,2.121320344,4.949747468,2.8284
"210",210,5,2,0.8316285,2,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242640687,4.242640687,0
"211",211,5,2,0.6937901,2,2,1,1,1.4142,2,4,3,3,2,-1,-1,2.121320344,3.535533906,1.4142
"212",212,5,2,1.020484,1,1,2,1,2.2361,3,1,2,3,3,2,1,4.949747468,2.828427125,2.1213
"213",213,5,2,1.2122848,1,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535533906,3.535533906,0
"214",214,5,2,1.120954,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535533906,3.535533906,0
"215",215,5,2,0.782402,2,2,3,2,3.6056,5,4,4,1,2,-3,-2,1.414213562,4.949747468,3.5355
"216",216,5,2,0.6627375,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,2.1213
"217",217,5,2,0.5943769,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427125,3.535533906,0.7071
"218",218,5,2,1.0307046,2,2,1,1,1.4142,2,2,2,1,3,-1,1,4.242640687,4.242640687,0
"219",219,5,2,0.7555269,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535533906,2.828427125,0.7071
"220",220,5,2,0.8384411,2,2,1,2,2.2361,3,3,4,2,2,-1,-2,2.121320344,4.242640687,2.1213
"221",221,6,2,1.0263808,2,2,1,2,2.2361,3,2,4,1,2,-1,-2,2.828427125,4.949747468,2.1213
"222",222,6,2,1.4363382,1,1,1,1,1.4142,2,3,2,4,3,1,1,3.535533906,2.121320344,1.4142
"223",223,6,2,0.6298958,1,1,3,2,3.6056,5,1,4,4,2,3,-2,3.535533906,2.828427125,0.7071
"224",224,6,2,1.0888199,2,2,2,1,2.2361,3,3,4,1,3,-2,-1,2.121320344,4.242640687,2.1213
"225",225,6,2,0.9745856,1,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747468,2.121320344,2.8284
"226",226,6,2,0.7032652,1,1,1,2,2.2361,3,1,4,2,2,1,-2,3.535533906,4.242640687,0.7071
"227",227,6,2,0.8579817,1,1,2,3,3.6056,5,1,4,3,1,2,-3,3.535533906,4.242640687,0.7071
"228",228,6,2,0.624665,2,2,2,1,2.2361,3,4,2,2,3,-2,1,2.828427125,3.535533906,0.7071
"229",229,6,2,1.6148236,1,1,2,2,2.8284,4,2,3,4,1,2,-2,3.535533906,3.535533906,0
"230",230,6,2,0.93873,1,1,2,1,2.2361,3,1,3,3,2,2,-1,4.242640687,3.535533906,0.7071
"231",231,6,2,0.5967927,1,1,2,1,2.2361,3,1,4,3,3,2,-1,3.535533906,2.828427125,0.7071
"232",232,6,2,0.5143708,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747468,1.414213562,3.5355
"233",233,6,2,0.9039821,2,2,2,1,2.2361,3,3,2,1,3,-2,1,3.535533906,4.242640687,0.7071
"234",234,6,2,1.4274198,1,1,1,2,2.2361,3,3,1,4,3,1,2,4.242640687,2.121320344,2.1213
"235",235,6,2,0.7136045,2,2,3,3,4.2426,6,4,4,1,1,-3,-3,1.414213562,5.656854249,4.2426
"236",236,6,2,0.6606998,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535533906,4.949747468,1.4142
"237",237,6,2,1.0133505,1,1,1,1,1.4142,2,2,2,3,3,1,1,4.242640687,2.828427125,1.4142
"238",238,6,2,0.8632128,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427125,2.828427125,0
"239",239,6,2,0.7015335,2,2,1,1,1.4142,2,4,2,3,1,-1,-1,2.828427125,4.242640687,1.4142
"240",240,6,2,0.8074545,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854249,2.121320344,3.5355
"241",241,1,3,2.0002034,NA,1,2,3,3.6056,5,2,4,4,1,2,-3,2.828427125,3.535533906,0.7071
"242",242,1,3,1.3771816,1,1,1,3,3.1623,4,1,4,2,1,1,-3,3.535533906,4.949747468,1.4142
"243",243,1,3,1.078699,2,2,1,1,1.4142,2,4,1,3,2,-1,1,3.535533906,3.535533906,0
"244",244,1,3,1.0389796,1,2,2,2,2.8284,4,3,1,1,3,-2,2,4.242640687,4.242640687,0
"245",245,1,3,2.0001185,NA,1,1,1,1.4142,2,1,2,2,1,1,-1,4.949747468,4.949747468,0
"246",246,1,3,1.4988973,1,1,2,1,2.2361,3,2,2,4,3,2,1,4.242640687,2.121320344,2.1213
"247",247,1,3,1.3502885,1,1,2,1,2.2361,3,2,3,4,2,2,-1,3.535533906,2.828427125,0.7071
"248",248,1,3,0.5147104,2,2,1,2,2.2361,3,4,2,3,4,-1,2,2.828427125,2.121320344,0.7071
"249",249,1,3,0.3661024,1,1,3,3,4.2426,6,1,4,4,1,3,-3,3.535533906,3.535533906,0
"250",250,1,3,0.3997466,1,1,3,1,3.1623,4,1,3,4,2,3,-1,4.242640687,2.828427125,1.4142
"251",251,1,3,1.2829234,1,1,2,1,2.2361,3,2,2,4,1,2,-1,4.242640687,3.535533906,0.7071
"252",252,1,3,1.1200996,1,1,1,3,3.1623,4,2,1,3,4,1,3,4.949747468,2.121320344,2.8284
"253",253,1,3,1.6337726,1,1,1,1,1.4142,2,3,2,4,1,1,-1,3.535533906,3.535533906,0
"254",254,1,3,1.1501053,1,1,2,1,2.2361,3,1,2,3,1,2,-1,4.949747468,4.242640687,0.7071
"255",255,1,3,0.54014,2,2,1,1,1.4142,2,4,4,3,3,-1,-1,1.414213562,2.828427125,1.4142
"256",256,1,3,2.0001031,NA,2,2,3,3.6056,5,3,4,1,1,-2,-3,2.121320344,5.656854249,3.5355
"257",257,1,3,1.2987885,1,1,1,1,1.4142,2,2,4,3,3,1,-1,2.828427125,2.828427125,0
"258",258,1,3,0.5668417,1,1,3,2,3.6056,5,1,2,4,4,3,2,4.949747468,1.414213562,3.5355
"259",259,1,3,1.9576736,2,2,1,1,1.4142,2,3,2,2,3,-1,1,3.535533906,3.535533906,0
"260",260,1,3,1.2436496,2,2,1,3,3.1623,4,3,1,2,4,-1,3,4.242640687,2.828427125,1.4142
"261",261,2,3,1.6352001,1,1,2,1,2.2361,3,2,4,4,3,2,-1,2.828427125,2.121320344,0.7071
"262",262,2,3,1.8844201,1,1,1,2,2.2361,3,3,3,4,1,1,-2,2.828427125,3.535533906,0.7071
"263",263,2,3,1.0442411,1,2,1,1,1.4142,2,3,1,2,2,-1,1,4.242640687,4.242640687,0
"264",264,2,3,0.8998556,2,2,2,1,2.2361,3,3,1,1,2,-2,1,4.242640687,4.949747468,0.7071
"265",265,2,3,0.3390681,1,1,2,2,2.8284,4,1,2,3,4,2,2,4.949747468,2.121320344,2.8284
"266",266,2,3,1.2776426,2,2,1,2,2.2361,3,2,2,1,4,-1,2,4.242640687,3.535533906,0.7071
"267",267,2,3,0.3067228,1,1,3,2,3.6056,5,1,1,4,3,3,2,5.656854249,2.121320344,3.5355
"268",268,2,3,0.6867018,2,2,3,2,3.6056,5,4,2,1,4,-3,2,2.828427125,3.535533906,0.7071
"269",269,2,3,2.0002501,NA,1,1,1,1.4142,2,2,2,3,1,1,-1,4.242640687,4.242640687,0
"270",270,2,3,1.1247152,1,1,1,3,3.1623,4,2,4,3,1,1,-3,2.828427125,4.242640687,1.4142
"271",271,2,3,1.5875758,1,1,1,3,3.1623,4,3,4,4,1,1,-3,2.121320344,3.535533906,1.4142
"272",272,2,3,2.0004217,NA,1,1,1,1.4142,2,3,3,4,2,1,-1,2.828427125,2.828427125,0
"273",273,2,3,0.7021361,2,1,2,1,2.2361,3,2,3,4,4,2,1,3.535533906,1.414213562,2.1213
"274",274,2,3,1.7728316,1,2,2,1,2.2361,3,3,2,1,1,-2,-1,3.535533906,5.656854249,2.1213
"275",275,2,3,0.2304283,2,2,2,1,2.2361,3,4,4,2,3,-2,-1,1.414213562,3.535533906,2.1213
"276",276,2,3,0.6589337,2,2,2,1,2.2361,3,4,3,2,4,-2,1,2.121320344,2.828427125,0.7071
"277",277,2,3,1.6274048,1,1,1,1,1.4142,2,3,1,4,2,1,1,4.242640687,2.828427125,1.4142
"278",278,2,3,0.4929593,1,1,3,1,3.1623,4,1,2,4,1,3,-1,4.949747468,3.535533906,1.4142
"279",279,2,3,2.0000839,NA,2,1,1,1.4142,2,2,1,1,2,-1,1,4.949747468,4.949747468,0
"280",280,2,3,1.3828046,1,1,1,2,2.2361,3,2,3,3,1,1,-2,3.535533906,4.242640687,0.7071
"281",281,3,3,1.4738239,1,1,2,2,2.8284,4,2,4,4,2,2,-2,2.828427125,2.828427125,0
